CreditCardName,card_issuer,credit_card_id,Highlights,WelcomeOffers,applyNow,Applynowsequence,cardsequence,Apply_Link,featured_text,IssuerName,Website,URL_launch_apply,cc_applyNowWeb,Apply_Link_Web,forapplycard,url,StartingColor,EndColor,card_type,JoiningFees,RenewalFees,bsf_movies,bsf_travel,bsf_dining,bsf_fuel,bsf_shoping,id,Rewards,Movie,Dining,Travel,Lounge,Golf,Fuel,RewardRedemption
ICICI Bank Visa Signature Credit Card,2,56,"- Up to 10 hand picked rewards on every spend of Rs. 100.
- Welcome benefit of 30,000 hand picked rewards.
- Get a complimentary Priority Pass Membership.
- 1 complimentary golf round every month.
- 24*7 personal concierge service.
- Shopping vouchers worth Rs. 1000 for every 1250 Hand picked Rewards.","- 30,000 hand picked rewards.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/86d7c9120c82f3b485219ede8c81c0a8.png,0xffB21D28,0xff460607,components_visa_visas,"Rs. 25,000 + GST","Rs. 2,000 + GST",FALSE,FALSE,FALSE,FALSE,TRUE,49,"On spends up to Rs. 5 lakhs:
- You get 5 Hand picked Rewards for every Rs. 100 spent on International purchases.
- You get 4 Hand picked Rewards for every Rs. 100 spent on travel bookings.
- You get 2 Hand picked Rewards for every Rs. 100 spent on hotels/restaurant transactions.
- You get 1 Hand picked Reward on every other spend of Rs. 100.

On spends over Rs. 5 lakhs:
- You get 10 Hand picked Rewards for every Rs. 100 spent international purchases.
- You get 8 Hand picked Rewards for every Rs. 100 spent on travel bookings.
- You get 4 Hand picked Rewards for every Rs. 100 spent on hotels/restaurant transactions.
- You get 2 Hand picked Rewards for every other spend of Rs. 100.",,,- Complimentary priority pass membership.,,- 1 complimentary golf session each month on spending ₹ 1 lakh or more in the previous month.,- 1% fuel surcharge waiver on all petrol pumps.,"- The Hand picked Rewards you earn can be redeemed against various options like travel, fashion, dining, gadgets, shopping, InterMiles, etc."
ICICI Bank Sapphiro Credit Card,2,335,"- 4 Reward Points for every Rs 100 you spend on international purchases & 2 Reward Points per Rs 100 you spend on domestic purchases.
- 1 Reward Points for every Rs. 100 you incur on insurance and utility categories.
- Up to 20,000 bonus Reward Points every year under Milestone Reward Program.
- (Buy 1 Get 1 Free Offer) BOGO on movie tickets on BookMyShow.
- Get complimentary Lounge Access within and outside India, and complimentary spa sessions at selected domestic airports.","- Exclusive travel & shopping gift vouchers worth more than Rs. 9,000 (From Tata CliQ, EaseMyTrip, Uber, Zomato Pro, Croma) with the Visa & Mastercard variants.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1702541419772449017025414197724490CreditCardImage.webp,0xffB21D28,0xff460607,components_visa_visas,"Rs. 6,500 + GST","Rs. 3,500 + GST",FALSE,TRUE,FALSE,FALSE,TRUE,297,"- 4 reward points on every ₹ 100 spent on international transactions.
- 2 reward points on every ₹ 100 spent on domestic transactions. 
- 1 reward point on every ₹ 100 spent on fuel, utilities, and insurance transactions.
","- Get 1 movie ticket free every time you buy 1 ticket via BookMyShow.
- The complimentary movie ticket price should be below Rs. 500 and the offer can be availed 2 times a month.",- Exclusive offers and benefits with the ICICI Bank Culinary Treats Programme.,- Complimentary Domestic &  International Airport Lounge visits and complimentary Spa Sessions at select Domestic airports under the Dreamfolks Membership Programme.,"- 2 complimentary domestic lounge visits with the MasterCard & Amex variant each, and 4 complimentary domestic lounge access with the Visa variant.",- 4 Complimentary golf rounds/lessons every quarter,- 1% of Fuel Surcharge Waiver (Maximum Rs 250 per billing cycle) at all fuel stations in India.,"- Redeem payback points for purchasing gift vouchers, products, cashback, travel, etc.
- 1 reward point = ₹ 0.25"
ICICI Bank Sapphiro Amex Credit Card,2,150,"- 4 Reward Points for every Rs 100 you spend on international purchases & 2 Reward Points per Rs 100 you spend on domestic purchases.
- 1 Reward Points for every Rs. 100 you incur on insurance and utility categories.
- Up to 20,000 bonus Reward Points every year under Milestone Reward Program.
- (Buy 1 Get 1 Free Offer) BOGO on movie tickets on BookMyShow.
- Get complimentary Lounge Access within and outside India, and complimentary spa sessions at selected domestic airports.","- Exclusive travel & shopping gift vouchers worth more than Rs. 9,000 (From Tata CliQ, EaseMyTrip, Uber, Zomato Pro, Croma) with the Visa & Mastercard variants.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1702541429094777617025414290947776CreditCardImage.webp,0xffB21D28,0xff460607,components_amex_american_expresses,"Rs. 6,500 + GST","Rs. 3,500 + GST",FALSE,TRUE,FALSE,FALSE,TRUE,130,"- 4 reward points on every ₹ 100 spent on international transactions.
- 2 reward points on every ₹ 100 spent on domestic transactions. 
- 1 reward point on every ₹ 100 spent on fuel, utilities, and insurance transactions.","- Get 1 movie ticket free every time you buy 1 ticket via BookMyShow.
- The complimentary movie ticket price should be below Rs. 500 and the offer can be availed 2 times a month.",- Exclusive offers and benefits with the ICICI Bank Culinary Treats Programme.,- Complimentary Domestic &  International Airport Lounge visits and complimentary Spa Sessions at select Domestic airports under the Dreamfolks Membership Programme.,"- 2 complimentary domestic lounge visits with the MasterCard & Amex variant each, and 4 complimentary domestic lounge access with the Visa variant.",- 4 Complimentary golf rounds/lessons every quarter,- 1% of Fuel Surcharge Waiver (Maximum Rs 250 per billing cycle) at all fuel stations in India.,"- Redeem payback points for purchasing gift vouchers, products, cashback, travel, etc.
- 1 payback point = ₹ 0.25"
ICICI Bank Rubyx Credit Card,2,27,"- 2 Reward Points per domestic spend of Rs. 100 & 4 Reward Points per international spend of Rs. 100.
- 1 Reward Point on every Rs. 100 spent on utilities and insurance categories
- 2 complimentary railway lounge access with each of the MasterCard and American Express variants (total 4 railway lounge access) per quarter.
- 2 complimentary domestic airport lounge access (1 with each of MasterCard and AmEx variants) per quarter on minimum spends of Rs. 5,000 in the previous quarter.
- 1 complimentary golf lesson/round every month per Rs. 50,000 spent in the previous month (max 2 rounds/lessons in a month).
- Exclusive insurance benefits including a personal air accident cover worth Rs. 1 crore and lost card liability protection worth Rs. 50,000.","- Travel & Shopping Vouchers Worth Rs. 5,000.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1711692772407848417116927724078484CreditCardImage.webp,0xffB21D28,0xff460607,components_master_card_master_cards,"Rs. 3,000 + GST","Rs. 2,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,26,"- 4 reward points on every ₹ 100 spent on international transactions.
- 2 reward points on every ₹ 100 spent on domestic transactions.
- 1 Reward Point on every spend of Rs. 100 on Utility and insurance categories.",- 25% discount on movie ticket bookings (min 2 per transaction and max 2 times in a month) on BookMyShow and INOX (max discount capped at Rs. 150).,- Enjoy discounts and offers on dining under the Culinary Treats program.,- Complimentary railway and airport lounge access.,"- 2 complimentary railway lounge access per quarter
- 1 complimentary domestic airport lounge access per quarter (MasterCard variant) and two 2 domestic airport lounge access per quarter on the Visa variant.","- Up to 2 complimentary golf sessions/lessons per month on spending ₹ 50,000 in the previous month.","- 1% fuel surcharge waiver on fuel transactions up to ₹ 4,000.","- Redeem payback points for purchasing gift vouchers, products and services from Payback catalog.
- 1 reward point = ₹ 0.25"
ICICI Bank Rubyx Amex Credit Card,2,152,"- 2 Reward Points per domestic spend of Rs. 100 & 4 Reward Points per international spend of Rs. 100.
- 1 Reward Point on every Rs. 100 spent on utilities and insurance categories
- 2 complimentary railway lounge access with each of the MasterCard and American Express variants (total 4 railway lounge access) per quarter.
- 2 complimentary domestic airport lounge access (1 with each of MasterCard and AmEx variants) per quarter on minimum spends of Rs. 5,000 in the previous quarter.
- 1 complimentary golf lesson/round every month per Rs. 50,000 spent in the previous month (max 2 rounds/lessons in a month).
- Exclusive insurance benefits including a personal air accident cover worth Rs. 1 crore and lost card liability protection worth Rs. 50,000.","- Travel & Shopping Vouchers Worth Rs. 5,000.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1711690069331741817116900693317418CreditCardImage.webp,0xffB21D28,0xff460607,components_amex_american_expresses,"Rs. 3,000 + GST","Rs. 2,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,132,"- 4 reward points on every ₹ 100 spent on international transactions.
- 2 reward points on every ₹ 100 spent on domestic transactions.
- 1 Reward Point on every spend of Rs. 100 on Utility and insurance categories.",- 25% discount on movie ticket bookings (min 2 per transaction and max 2 times in a month) on BookMyShow and INOX (max discount capped at Rs. 150).,- Enjoy discounts and offers on dining under the Culinary Treats program.,- Complimentary railway and airport lounge access.,"- 2 complimentary railway lounge access per quarter
- 1 complimentary domestic airport lounge access per quarter (MasterCard variant) and two 2 domestic airport lounge access per quarter on the Visa variant","- Up to 2 complimentary golf sessions/lessons per month on spending ₹ 50,000 in the previous month.","- 1% fuel surcharge waiver on fuel transactions up to ₹ 4,000.","- Redeem payback points for purchasing gift vouchers, products and services from Payback catalog.
- 1 reward point = ₹ 0.25"
ICICI Bank Platinum Chip Credit Card,2,154,"- Earn 2 Reward Points for every Rs. 100 spent on retail transactions.
- Earn 1 Reward Point on every Rs. 100 spent on insurance & utilities.
- 1% fuel surcharge waiver specifically at all HPCL pumps.",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/2254e6e66b9aef84df8d89a4979e91dd.png,0xffB21D28,0xff460607,components_master_card_master_cards,Nil,Nil,FALSE,FALSE,TRUE,FALSE,FALSE,134,"- For every Rs. 100 spent on retail purchases, you will get 2 Reward Points.
- For every Rs. 100 spent on utilities and insurance, you will get 1 Reward Point.",,- Up to 15% off on dining at selected restaurants under the culinary treats program.,,,,- 1% fuel surcharge waiver on transactions done at HPCL fuel stations.,- The Reward Points can be redeemed against cashback or gifts.
Emirates Skywards ICICI Bank Emeralde Credit Card,2,385,"- 10,000 bonus Skywards Miles as a joining benefit.
- On every Rs. 100 spent, you will get 2.5 Skyward Miles.
- Unlimited complimentary access to domestic as well as international lounges.
- Skywards Miles Gold Tier membership on achieving the milestone spend.
- Buy 1 Get 1 Free offer on movie tickets twice every month.","- 10,000 Skyward Miles and Emirates Skywards Silver Tier membership.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/4c89d9ac699de0b7fb766b3c6ccc0bfd.png,0xffB21D28,0xff460607,components_visa_visas,"Rs. 10,000 + GST","Rs. 10,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,334,"- On every Rs. 100 spent on retail purchases, you will get 2.5 Skyward Miles.
- On every Rs. 100 spent on utilities and groceries, you will get 1 Skyward Mile.",- Buy 1 Get 1 Free offer on movies four times every month.,- Exclusive dining offers with ICICI Bank Culinary Treats Programme.,- Complimentary airport lounge access.,- Complimentary airport lounge access and spa sessions with the Dreamfolks membership.,,"- 1% fuel surcharge waiver on fuel transactions up to ₹ 4,000 at all HPCL petrol pumps.",- The earned Skywards Miles can be redeemed via Emirates Skywards website against travel related spends.
Adani One Signature Credit Card,2,632,"-7% Adani reward points per ₹100 on the Adani One ecosystem
-2% Adani reward points per ₹100 spent on international spends
-4 Free Domestic Airport Lounge Visits Each Quarter
-2 International Airport Lounge Visits Each Year",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1727266591835055117272665918350551CreditCardImage.jpeg,0xffB21D28,0xff460607,components_visa_visas,"₹5,000 + GST","₹5,000 + GST",FALSE,TRUE,FALSE,FALSE,TRUE,579,"-7% Adani reward points per ₹100 on the Adani One ecosystem
-2% Adani reward points per ₹100 spent on international spends
-1.5% Adani reward points per ₹100 spent on all domestic spend categories",-50% Off Upto ₹500 on BMS Bookings,,"-Exclusive Airport Benefits (Meet and Greet, Premium Upgrades and More)",,,"-1% Fuel Surcharge Waiver on Fuel Transactions (Up to ₹4,000)",
MakeMyTrip ICICI Bank Credit Card,2,639,"- ₹999 + GST annual charge.
- Exclusive rewards for bookings on MakeMyTrip.
- Annual fee waived on ₹3 Lakh annual spend.
- 0.99% foreign currency markup.
- 3% monthly interest and 2.5% cash advance fee.","- ₹1,000 MMT Voucher and MMTBLACK Gold Tier Membership",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1734506599135913017345065991359130CreditCardImage.jpeg,0xffB21D28,0xff460607,components_rupay_rupays,₹999 + GST,₹999 + GST,FALSE,TRUE,FALSE,FALSE,FALSE,586,"- 6 myCash/₹200 on Hotel Spends, 3 myCash/₹200 on Flight, Bus, and Cab Bookings, and 1 myCash/₹200 on Other Spends",N/A,- BOGO on Movie Ticket Bookings (Twice Each Month),- High Rewards on Travel Spends,"- Eight Complimentary Visits Each Year
- One Free Visit Each Year",N/A,N/A,Nil
Times Black ICICI Bank Credit Card,2,638,"- Times Black ICICI Bank Credit Card is a premium card offering specially designed for ultra-high-net individuals. This card offers privileges and benefits that are beneficial to those who want the best.
- This card comes at a joining and annual cost of ₹20,000.
- Cardholders shall get 24/7 domestic and international concierge services.
- Upto 35% discount on luxury and chauffeur-driven rental cards with Avis.
- Enjoy complimentary international and domestic airport lounge access with this card.","- ₹10,000 EaseMyTrip Hotel Voucher, ₹10,000 Onevasco & More Visa Services, ₹3,000 Toni & Guy Voucher and Zomato Gold Membership",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1734505789283146217345057892831462CreditCardImage.jpeg,0xffB21D28,0xff460607,components_visa_visas,"₹20,000 + GST","₹20,000 + GST",FALSE,TRUE,FALSE,FALSE,TRUE,585,- 2.5% RPs on International Spends and 2% RPs on Domestic Spends,N/A,- Free Delivery and Dining Privileges With Zomato Gold Membership,"- Low Forex Charges, Luxury Airport Transfers and More","- Unlimited Domestic Airport Lounge Access
- Unlimited Complimentary Lounge Access at International Airports",N/A,"- 1% Fuel Surcharge Waiver (Up to ₹1,000 Each Statement Cycle)",N/A
ICICI Bank Coral Amex Credit Card,2,153,"- 1 Reward Point per Rs. 100 you spent on utilities & insurance-related spends.
- 2 Reward Points per Rs. 100 you spend (except Fuel).
- Earn up to 10,000 bonus RPs annually under the Milestone Program.
- Get 1 complimentary domestic lounge access every quarter.
- Get 1 complimentary railway lounge pass every quarter.
- Enjoy up to 25% discount on movie ticket booking on BookMyShow and INOX.",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/0acc638ce71de561011705cfad703648.png,0xffB21D28,0xff460607,components_amex_american_expresses,Rs. 500 + GST,Rs. 500 + GST,TRUE,FALSE,TRUE,FALSE,FALSE,133,"- Get 2 Reward Points per Rs 100 you spend, except for fuel.
- Get 1 Reward point per Rs 100 you spend on utilities and insurance.",- 25% discount up to Rs. 100 on movie ticket booking on BookMyShow.,-  Get up to 15% discount on dining.,- You get complimentary access to the airport and railway lounges every quarter.,- 1 Domestic Lounge Access Every Quarter (4 Each Year),,"- 1% fuel surcharge waiver on fuel transactions up to ₹ 4,000 at all HPCL petrol pumps.","- Redeem payback points for purchasing products, gift vouchers, and other offers from Payback reward catalog.
- 1 Reward Point = ₹ 0.25"
ICICI Bank Coral Credit Card,2,337,"- 1 Reward Point per Rs. 100 you spent on utilities & insurance-related spends.
- 2 Reward Points per Rs. 100 you spend (except Fuel).
- Earn up to 10,000 bonus RPs annually under the Milestone Program.
- Get 1 complimentary domestic lounge access every quarter.
- Get 1 complimentary railway lounge pass every quarter.
- Enjoy up to 25% discount on movie ticket booking on BookMyShow and INOX.",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735198520085957417351985200859574CreditCardImage.webp,0xffB21D28,0xff460607,components_master_card_master_cards,Rs. 500 + GST,Rs. 500 + GST,TRUE,FALSE,TRUE,FALSE,FALSE,299,"- Get 2 Reward Points per Rs 100 you spend, except for fuel.
- Get 1 Reward point per Rs 100 you spend on utilities and insurance.",- 25% discount up to Rs. 100 on movie ticket booking on BookMyShow.,-  Get up to 15% discount on dining.,- You get complimentary access to the airport and railway lounges every quarter.,- 1 Domestic Lounge Access Every Quarter (4 Each Year),,"- 1% fuel surcharge waiver on fuel transactions up to ₹ 4,000 at all HPCL petrol pumps.","- Redeem payback points for purchasing products, gift vouchers, and other offers from Payback reward catalog.
- 1 Reward Point = ₹ 0.25"
ICICI Bank Emeralde AMEX Credit Card,2,24,"- Tata CliQ voucher with a monetary value of Rs. 5,000 redeemable for purchases at www.tatacliq.com on your birthday (applicable for AmEx variant only)
- Unlimited complimentary domestic and international airport lounge access along with complimentary spa access at select domestic airports.
- Up to Rs. 750 off on purchase of second ticket onwards (up to max 4 tickets/month) on BookMyShow for all movie and non movie ticket purchases.
- Complimentary golf round/lesson on every Rs. 50,000 spent on the card in the previous month (up to max 4 rounds/lessons per month).",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/b078477578faa10983d50af5c7d671b4.png,0xffB21D28,0xff460607,components_amex_american_expresses,"Rs. 12,000 + GST","Rs. 12,000 + GST",TRUE,TRUE,FALSE,FALSE,TRUE,23,"- 4 Reward Points on each ₹100 spent on all retail purchases except utilities, fuel, and insurance.
- 1 Reward on every ₹100 spent on selected categories such as utilities and insurance.","- Up to Rs. 750 off on movie/event tickets second ticket onwards on BookMyShow (max 4 tickets per month).
- Rs. 750 off second movie/non movie ticket onwards on BookMyShow for a maximum of 4 tickets in a month.",- 15% off on dining bills at well known restaurants under the Culinary Treats program.,"- Complimentary international & domestic lounge visits, no charge (waived up to a max of Rs. 12,000) on cancellation of flight/hotel/movie ticket bookings up to max two cancellations every year.","- Complimentary unlimited domestic airport lounge access under the MasterCard/American Express/Visa lounge program.
- Complimentary unlimited international airport lounge access under the Dreamfolks program membership.","- Complimentary round/lesson of golf each month on a minimum spend of Rs. 50,000 in the previous month (max 4/month)",- 1% fuel surcharge waiver on all fuel transactions at all fuel pumps.,"- Redeem reward points for booking hotel/flight/movie tickets, purchasing gift vouchers, lifestyle products, mobile recharge, etc.
- 1 reward point = ₹ 0.25"
ICICI Bank Emeralde Credit Card,2,369,"- Tata CliQ voucher with a monetary value of Rs. 5,000 redeemable for purchases at www.tatacliq.com on your birthday (applicable for AmEx variant only)
- Unlimited complimentary domestic and international airport lounge access along with complimentary spa access at select domestic airports.
- Up to Rs. 750 off on purchase of second ticket onwards (up to max 4 tickets/month) on BookMyShow for all movie and non movie ticket purchases.
- Complimentary golf round/lesson on every Rs. 50,000 spent on the card in the previous month (up to max 4 rounds/lessons per month).",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/de27081f731053521499fcb7ebec6393.png,0xffB21D28,0xff460607,components_master_card_master_cards,"Rs. 12,000 + GST","Rs. 12,000 + GST",TRUE,TRUE,FALSE,FALSE,TRUE,320,"- 4 Reward Points on each ₹100 spent on all retail purchases except utilities, fuel, and insurance.
- 1 Reward on every ₹100 spent on selected categories such as utilities and insurance.","- Up to Rs. 750 off on movie/event tickets second ticket onwards on BookMyShow (max 4 tickets per month).
- Rs. 750 off second movie/non movie ticket onwards on BookMyShow for a maximum of 4 tickets in a month.",- 15% off on dining bills at well known restaurants under the Culinary Treats program.,"- Complimentary international & domestic lounge visits, no charge (waived up to a max of Rs. 12,000) on cancellation of flight/hotel/movie ticket bookings up to max two cancellations every year.","- Complimentary unlimited domestic airport lounge access under the MasterCard/American Express/Visa lounge program.
- Complimentary unlimited international airport lounge access under the Dreamfolks program membership.","- Complimentary round/lesson of golf each month on a minimum spend of Rs. 50,000 in the previous month (max 4/month)",- 1% fuel surcharge waiver on all fuel transactions at all fuel pumps.,"- Redeem reward points for booking hotel/flight/movie tickets, purchasing gift vouchers, lifestyle products, mobile recharge, etc.
- 1 reward point = ₹ 0.25"
ICICI Bank Emeralde Private Metal Credit Card,2,601,"- Complimentary Taj Epicure and EazyDiner Prime membership as a welcome benefit.
- Bonus 12,500 ICICI Reward Points as joining and annual benefits.
- 6 Reward Points per Rs. 200 spent through the card.
- Complimentary EaseMyTrip air travel vouchers worth Rs. 6000 as a milestone benefit.
- Complimentary unlimited golf rounds and lessons.
- Complimentary unlimited domestic and international lounge access with Priority Pass.","- Complimentary Taj Epicure membership, 12,500 bonus reward points, and complimentary EazyDiner membership ",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1706008751632321717060087516323217CreditCardImage.webp,0xffB21D28,0xff460607,components_master_card_master_cards,"Rs. 12,499 + GST ","Rs. 12,499 + GST ",FALSE,TRUE,FALSE,FALSE,FALSE,548,"- Earn 6 ICICI Reward Points per Rs. 200 spent on eligible transactions.
- ICICI Reward Points awarded for transactions that have converted into EMIs shall be reversed.
- Accrued rewards are capped as follows: for Grocery 1000 reward pts/statement, for Education 1000 reward pts/statement, 5000 for Insurance reward pts/statement, 1000 reward pts for Utility/statement.",- Buy 1 ticket and get up to Rs. 750 discount on the second ticket on BookMyShow.,- Complimentary 12 month EazyDiner membership.,"-  Complimentary Taj Epicure membership, complimentary EaseMyTrip air travel vouchers.","- Unlimited Free Domestic Airport Lounge Access.
-  Get unlimited international lounge access with the Priority Pass ",-  Unlimited complimentary golf rounds and lessons at top courses around the world.,-  1% fuel surcharge waiver on transaction up to Rs. 4000 maximum.,"-  The ICICI Bank reward points earned for your spends can be redeemed against a host of products, travel, movie vouchers, appliances, mobiles, lifestyle products, and more."
ICICI Bank Expressions Credit Card,2,67,"- 3 Reward Points per Rs. 100 spent with the card (except fuel, utilities and insurance spends)
- 1 Reward Point on utilities and insurance spends.
- 25% discount up to Rs. 100 on movie tickets (minimum 2 tickets in a single transaction) on BookMyShow twice a month.
- 1 complimentary domestic airport lounge access per quarter.",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1710325473905732117103254739057321CreditCardImage.webp,0xffB21D28,0xff460607,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,60,"- 3 reward points on every ₹ 100 spent on this card (except fuel, utility and insurance spends)
- 1 reward point on every ₹ 100 spent on utility & insurance transactions. ",- 25% off up to ₹ 100 on booking movie tickets twice a month.,- Exclusive offers and discounts on dining at selected restaurants under the culinary treats program.,- Complimentary airport lounge access.,- 1 complimentary domestic lounge access per quarter.,,"- 1% fuel surcharge waiver on fuel transactions not more than ₹ 4,000 at all HPCL petrol pumps. ","- Redeem reward points for purchasing products, gift vouchers, etc. from the reward catalog. 
- 1 reward Point = ₹ 0.25"
Chennai Super Kings ICICI Bank Credit Card,2,384,"- Up to 10 Reward Points on every spend of Rs. 100.
- Complimentary domestic airport lounge access.
- The top spenders every month get memorabilia autographed by the key players of the team.
- The cardholders may also get an opportunity to meet the players of the team.
- Complimentary tickets to CSK matches during the match season.
- 25% discount up to Rs. 100 on movie ticket bookings via BookMyShow.","- 2,000 bonus Reward Points.",FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/ae75394d3e163224594a0fe5b27a0c29.png,0xffB21D28,0xff460607,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,333,"- You get 10 Reward Points on every spend of Rs. 100 during the CSK match days (except fuel).
- You get 2 Reward Points on every retail spend of Rs. 100 (except fuel).
- You get 1 reward point for every Rs. 100 spent on insurance and utility categories.",- 25% discount of up to Rs. 100 on booking a minimum of two movie tickets via BookMyShow.,- Exciting deals and offers over dining with the ICICI Bank’s Dining Delights Programme.,- Complimentary airport lounge access.,"- 1 complimentary domestic lounge access every quarter on spending ₹ 5,000 in the previous quarter.",,"- 1% fuel surcharge waiver on fuel transactions up to ₹ 4,000 at all HPCL petrol pumps.","- Redeem payback points for purchasing products, gift vouchers, fuel, etc.
- 1 Reward point = ₹ 0.25"
ICICI Bank Ferrari Signature Credit Card,2,59,"- 2 Reward Points on every spend of Rs. 100.
- Up to 2 complimentary movie tickets every month.
- A discount of 15% or more on dining across 2,500+ premium restaurants.
- 2 complimentary domestic lounge access every quarter.
- Top spenders get exclusive privileges, including a trip to the Ferrari home in Italy.
- Up to 20% off on Ferrari merchandise.",- A Scuderia Ferrari Watch.,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/23e787e6462f92f32c5f92a244cec09c.png,0xffB21D28,0xff460607,components_visa_visas,"Rs. 3,999 + GST",Rs. 999 + GST,TRUE,TRUE,FALSE,FALSE,FALSE,52,- 2 reward points on every ₹ 100 spent on this card.,- Buy 1 Get 1 offer on movies on BookMyShow.,- 15% off on dining at selected restaurants.,- Complimentary airport lounge access.,- 2 complimentary domestic lounge access per quarter.,,- 1% fuel surcharge waiver at all HPCL petrol pumps.,"- Redeem payback points for purchasing products, gift vouchers, etc. 
- 1 rewqard point = ₹ 0.25"
ICICI Bank HPCL Coral American Express Credit Card,2,31,"- 6 Reward Points for every Rs. 100 you spend on fuel purchases at HPCL pumps.
- 2 Reward Points per Rs. 100 on all other retail spendings.
- 2.5% cashback (up to Rs. 100) on fuel purchases at HPCL pumps. A minimum transaction of Rs 500 is required to avail of the benefit.
- Get a 25% discount (max Rs. 100) per transaction on a minimum purchase of two tickets.",,FALSE,,,,,ICICI Bank,https://www.icicibank.com/online-services/clicktopay/index.page,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/481b34ff56d6d4888a07810c086598b6.png,0xffB21D28,0xff460607,components_amex_american_expresses,Rs. 199 + GST,Rs. 199 + GST,FALSE,FALSE,FALSE,TRUE,FALSE,30,"- 6X or 3X Reward Points per Rs. 100 you spend on fuel at all HPCL filling stations across India.
- 2 Reward Points on every other retail spend of Rs. 100.
- 2.5% cashback (max Rs. 100) on a minimum fuel purchase of Rs. 500 at HPCL pumps.",- 25% off up to ₹ 100 on minimum two movie tickets booking from BookMyShow twice a month.,- Exclusive offers and discounts on dining at selected restaurants under the culinary treats program.,,,,"- 1% fuel surcharge waiver on all fuel transactions up to ₹ 4,000 at all HPCL petrol pumps. ","- Redeem payback points for purchasing fuel at HPCL petrol pumps, for purchasing products and vouchers from the product catalog. 
- 1 reward point = ₹ 0.25"
