id,airport_city,airport_name,airport_id,lounge_name,LoungeID,lounge_timing,directions,important_information,MainSummary,Introduction,airport,LoungeNamePublic,InternationalLounge,TerminalsSelect,Location,LoungeStatus,metaTitle,metaDescription,total_rated_user,min_rated,max_rated,average_rated,total_rating_count,airportimagemap,loungeImages_0_url,loungeImages_1_url,loungeImages_2_url,amenities_id,amenities_field,amenities_order,amenities_component_type,amenities_component_id,amenities_lounge_detail_id,amenities_Food,amenities_DisabledAccess,amenities_TV,amenities_Internet,amenities_NoSmoking,amenities_SmokingArea,amenities_AlcoholicDrinks,amenities_NewspapersMagazines,amenities_WiFi,amenities_AirConditioning,amenities_Television,amenities_Shower,amenities_Spa,amenities_Printer
92,Bengaluru,Kempegowda International Airport,BLR,Bangalore - 080 International Lounge T2,5089,24 hours,"This Lounge is situated in the Airside - International and in-transit Departure area. You can find it on Level 2, located just opposite to Starbucks and next to Forest Essentials.","- Children under 5 years are admitted free with an adult.
- Access is permitted 4 hours prior to the scheduled flight departure.
- This lounge is only accessible for passengers departing on or transiting from an international flight.",,"At Bangalore - 080 International Lounge T1, enter a world of comfort and elegance. Enjoy in superior amenities, relax in comfort, and embrace warm hospitality to make your overseas trip special.",3,080 International Lounge,,Terminal2,International Terminal,TRUE,,,5,1,5,4,20,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731309499601173717313094996011737mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572816178620616915728161786206LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572816326702916915728163267029LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572816441985216915728164419852LoungeImages_des3.webp,91,Amenities,1,components_lounge_amenities_amenities,91,92,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
100,Bengaluru,Kempegowda International Airport,BLR,Bangalore - 080 Domestic Lounge T2,,24 hours,"This lounge is located in the Airside - Domestic and in transit Departure area. You can find it on Level 4, just after the Security Checks.",- Children under 5 years are admitted free with an adult.,,"Welcome to Bangalore - 080 Domestic Lounge T2, your haven of peace throughout your domestic journey. Enjoy luxury comforts, amazing services, and warm hospitality to make your vacation truly unforgettable.",3,080 Domestic Lounge,,Terminal2,Domestic Terminal,TRUE,,,4,1,5,4,16,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731309499601173717313094996011737mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572735430289416915727354302894LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572735557011316915727355570113LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691573013573551716915730135735517LoungeImages_des3.webp,99,Amenities,1,components_lounge_amenities_amenities,99,100,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
21,Bengaluru,Kempegowda International Airport,BLR,Bangalore- BLR Lounge Domestic T1,5021,24 hours,"Situated in the Domestic Departures area. You can find this lounge on the Mezzanine Level, right after the Security Checks.","- Children under 4 years old are admitted free with an adult.
- Maximum 3-hour stay.
- This lounge is only accessible to domestic passengers traveling within India.
- Please note the lounge will provide one takeaway food box per person which can be consumed inside the lounge.",,"Step into the comfort of Bangalore- BLR Lounge Domestic T1. Enjoy in premium amenities, relax in style, and experience warm hospitality, making your domestic travel truly enjoyable. ",3,BLR domestic lounge,,Terminal1,Domestic departure,TRUE,,,4,1,5,4.25,17,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731309499601173717313094996011737mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572906326052616915729063260526LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572906459635916915729064596359LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572906594894216915729065948942LoungeImages_des3.webp,18,Amenities,1,components_lounge_amenities_amenities,18,21,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
22,Bengaluru,Kempegowda International Airport,BLR,Bangalore BLR Lounge International T1,5022,24 hours,"Lounge is situated at the Airside - International Departures area. You can find this lounge near Gate 18, providing easy access for International travelers.","- Children under 5 are admitted free with an adult.
- Alcohol is only available for adults 18 and older.
- This lounge is accessible for passengers departing on International flights only.
- Please note standard buffet service has been suspended and pre-packed meal boxes provided.",,"Welcome to Bangalore BLR Lounge International T1, a haven of luxury and serenity. Enjoy premium amenities, embrace wonderful amenities, and experience warm hospitality, making your international journey truly memorable.",3,BLR international lounge,,Terminal1,International Departures,TRUE,,,1,5,5,5,5,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731309499601173717313094996011737mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572886375805216915728863758052LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572886621104116915728866211041LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691572886684365216915728866843652LoungeImages_des3.webp,19,Amenities,1,components_lounge_amenities_amenities,19,22,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
105,Bhopal,"Raja Bhoj Airport, Bhopal",BHO,Bhopal Primus Domestic lounge Main Terminal,,24 hours,"The lounge is located at the Main Terminal, after the Security Hold Area. You can find it on Level 1 in the Domestic Departures area, providing a comfortable and accessible space for travelers.","- Children under 12 are admitted free with an adult.
- Maximum 2-hour stay.
- This lounge is only accessible for passengers departing on domestic flights.",,"Welcome to the Bhopal Primus Domestic Lounge at the Main Terminal, where luxury meets relaxation. Enjoy in superior amenities, relax in a calm location, and enjoy friendly hospitality to make your domestic journey truly unforgettable.",97,Primus Lounge,,Terminal1,Domestic Departures,TRUE,,,2,3,5,4,8,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665566945602716916655669456027mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691582629046801216915826290468012LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691582629299803016915826292998030LoungeImages_des3.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691582629178866916915826291788669LoungeImages_des2.webp,104,Amenities,1,components_lounge_amenities_amenities,104,105,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34,Bhubaneswar,Biju Patnaik International Airport,BBI,Bhubaneshwar Bird Domestic,5034,06:00 - 23:00,"Situated in the Landside - Domestic Departures area. You can find this lounge located near Gate 2, providing easy access for domestic travelers.","- Children under 5 years are admitted free with an adult.
- Separate smoking area is available outside the lounge.
- Please note standard buffet service has been suspended and pre-plated meals provided or you can choose takeaway from their limited choice of menu.",,"Step into the serenity of Bhubaneshwar Bird Domestic Lounge, a peaceful retreat for your domestic travels. Enjoy premium amenities, relax in comfort, and experience warm hospitality, making your journey truly enjoyable. ",19,Bird lounge,,DomesticTerminal,Domestic Terminal,TRUE,,,4,1,5,4,16,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731476422634046617314764226340466mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576237716625516915762377166255LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576237845393916915762378453939LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576237948252016915762379482520LoungeImages_des3.webp,29,Amenities,1,components_lounge_amenities_amenities,29,34,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
112,Chandigarh,Shaheed Bhagat Singh International Airport,IXC,"Chandigarh Primus lounge domestic, Main Terminal ",,24 hours,"You can find Chandigarh Primus Lounge for domestic flights at the Main Terminal's Mezzanine Level, within the Domestic Departures area. Enjoy the comfortable space and get ready for your domestic journey!","- Children under 12 years are admitted with an adult.
- Maximum 2-hour stay.",,"Welcome to Chandigarh Primus Lounge, located in the Main Terminal for domestic flights. Relax and enjoy a cozy space before your journey. Treat yourself to tasty snacks and great service.",1,Primus Lounge,,DomesticTerminal,Domestic Departures,TRUE,,,4,1,5,2.5,10,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665494067972816916654940679728mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575425015836216915754250158362LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575425161864516915754251618645LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575425286978516915754252869785LoungeImages_des3.webp,110,Amenities,1,components_lounge_amenities_amenities,110,112,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
54,Chandigarh,Shaheed Bhagat Singh International Airport,IXC,"Chandigarh Primus lounge international, Main Terminal ",5054,24 hours,"The Lounge is located on the First Floor, near Gate 2 on the Upper Level of International Departures.","- Children under 12 years are admitted with an adult.
- Maximum 2-hour stay.
- This location is only accessible for passengers departing on international flights.",,"Welcome to Chandigarh Primus Lounge, International Main Terminal! Discover a cozy and inviting space where you can relax before your international flight. Enjoy delicious meals and friendly service. Have a pleasant journey!",1,Primus Lounge,,InternationalTerminal,International Departures,TRUE,,,1,5,5,5,5,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665494067972816916654940679728mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575465008235416915754650082354LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575465155271816915754651552718LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575465270191716915754652701917LoungeImages_des3.webp,48,Amenities,1,components_lounge_amenities_amenities,48,54,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
17,Chandigarh,Shaheed Bhagat Singh International Airport,IXC,Chandigarh Cram bar international,5017,24 hours,"Find this Lounge at the International Terminal (Inside Security) on the ground floor, near the food court, after passing through security.",,,"Welcome to Chandigarh Cram Bar, an international airport lounge that promises comfort and relaxation. Take a break in a relaxing ambiance and enjoy the selection of refreshments. Experience a memorable journey before you take off!",1,Cram Bar,,InternationalTerminal,International Terminal,TRUE,,,1,5,5,5,5,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665494067972816916654940679728mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575486364500016915754863645000LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575486502352416915754865023524LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575486629584416915754866295844LoungeImages_des3.webp,14,Amenities,1,components_lounge_amenities_amenities,14,17,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16,Chandigarh,Shaheed Bhagat Singh International Airport,IXC,Chandigarh Cram bar domestic,5016,24 hours,"Airside - Domestic Departures, after Security Hold Area, Ground Floor, near the Food Court.",,,"Welcome to Chandigarh Cram Bar Domestic, where comfort and relaxation meet. Enjoy premium amenities, unwind in style, and experience warm hospitality, making your domestic travel truly delightful. ",1,Cram bar,,DomesticTerminal,Domestic Departures,TRUE,,,2,5,5,5,10,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665494067972816916654940679728mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575511756529916915755117565299LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575511883191616915755118831916LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691575511926044116915755119260441LoungeImages_des3.webp,13,Amenities,1,components_lounge_amenities_amenities,13,16,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
31,Chennai,Chennai International Airport,MAA,Chennai Travel Club New International t4,5031,18:00 - 07:00 daily,"You can find this lounge after passing through Security Checks, head to the 3rd Floor of the New International Terminal Building.","- Power outlets are available.
- Please note alcoholic drinks has been suspended until further notice.",,"Step into the exclusive Chennai Travel Club Lounge at the New International Terminal T4. Spend some time in comfort and relaxation before your international flight. Enjoy some snacks, cozy seating, and a warm ambiance.",4,Travel Club Lounge T4,,Terminal4,International Terminal,TRUE,"Travel Club Lounge T4: Relaxation Oasis at MAA Terminal 4 
","Discover a tranquil haven at Travel Club Lounge T4 in MAA Terminal 4. Unwind in comfort and style before your flight, with premium amenities and attentive service.
",1,5,5,5,5,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731322039172920017313220391729200mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569452719152416915694527191524LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569452838562516915694528385625LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569452949443716915694529494437LoungeImages_des3.webp,51,Amenities,1,components_lounge_amenities_amenities,51,31,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
107,Chennai,Chennai International Airport,MAA,Chennai Travel Club lounge Domestic B,,24 hours," Airside - Domestic Departures. After Security Checks, turn right towards Gate 1. The Lounge is located on the 3rd Floor.","- Children under 4 years old are admitted free with an adult.
Power outlets are available.
- Maximum 3-hour stay.",,"Welcome to the Chennai Travel Club Lounge Domestic B! Get ready to unwind and enjoy your time before your domestic flight at Chennai Airport. Treat yourself to delicious snacks, comfortable seating, and a warm atmosphere.",4,Travel Club Lounge B,,DomesticTerminal,Domestic Terminal,TRUE,,,6,1,5,3.166666667,19,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731322039172920017313220391729200mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569371319948016915693713199480LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569371472705616915693714727056LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569371579948716915693715799487LoungeImages_des3.webp,106,Amenities,1,components_lounge_amenities_amenities,106,107,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
120,Chennai,Chennai International Airport,MAA,Chennai Travel Club lounge Domestic T4,,24 hours,"Airside - Domestic Departures. After Security Checks, turn right towards Gate 1. The Lounge is located on the 3rd Floor."," - Children under 4 years old are admitted free with an adult.
Power outlets are available.
- Maximum 3-hour stay.",,"Step into luxury and comfort at the Chennai Travel Club Lounge in T4 Airport. Indulge in a seamless blend of stunning amenities, fantastic service, and a peaceful atmosphere. Elevate your travel experience, where every moment is a journey in itself.",4,Travel Club Lounge T4,,Terminal4,Domestic Departure,FALSE,"Unwind in Style: Travel Club Lounge T4 at MAA Terminal 4
","Experience luxury and relaxation at Travel Club Lounge T4 in MAA Terminal 4. Treat yourself to premium amenities and impeccable service before your flight.
",0,0,0,0,0,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731322039172920017313220391729200mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1701149339079771917011493390797719LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1701149339437973217011493394379732LoungeImages_des3.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1701149339277729617011493392777296LoungeImages_des2.webp,118,Amenities,1,components_lounge_amenities_amenities,118,120,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
